"","geoid10","m0009w","m1019w","m2029w","m3039w","m4049w","m5059w","m6069w","m70upw","f0009w","f1019w","f2029w","f3039w","f4049w","f5059w","f6069w","f70upw","m0009b","m1019b","m2029b","m3039b","m4049b","m5059b","m6069b","m70upb","f0009b","f1019b","f2029b","f3039b","f4049b","f5059b","f6069b","f70upb","m0009a","m1019a","m2029a","m3039a","m4049a","m5059a","m6069a","m70upa","f0009a","f1019a","f2029a","f3039a","f4049a","f5059a","f6069a","f70upa","m0009o","m1019o","m2029o","m3039o","m4049o","m5059o","m6069o","m70upo","f0009o","f1019o","f2029o","f3039o","f4049o","f5059o","f6069o","f70upo","m0009h","m1019h","m2029h","m3039h","m4049h","m5059h","m6069h","m70uph","f0009h","f1019h","f2029h","f3039h","f4049h","f5059h","f6069h","f70uph"
"399",45013001102,33,39,35,36,59,109,90,51,33,46,27,32,68,103,84,55,285,318,185,151,221,270,140,120,232,294,211,209,286,324,214,171,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,11,9,2,1,9,5,3,0,10,12,1,6,5,2,2,2,31,23,33,32,15,15,7,4,31,25,19,19,16,6,7,1
"400",45013001200,1,5,3,5,15,40,130,121,5,11,6,7,21,73,135,120,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"401",45013002101,7,14,3,15,16,36,66,35,10,11,6,10,16,51,62,23,0,3,0,0,2,4,1,1,0,2,0,0,3,2,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,3,0,2,0,0,0,0,0,1,1,0,0,0,0
"402",45013002102,44,54,66,71,77,89,132,42,47,50,65,69,86,115,115,33,13,3,11,10,10,9,4,2,9,16,8,10,17,4,3,1,0,0,1,2,1,0,0,0,1,1,0,2,0,1,1,0,8,1,1,2,2,0,0,0,6,3,3,0,1,1,0,0,31,11,21,15,16,4,2,0,27,17,12,25,6,4,2,1
"403",45013002103,171,120,131,202,154,113,80,36,164,116,159,171,177,122,80,29,25,39,10,23,22,6,8,5,27,30,18,28,26,10,8,4,4,1,7,6,2,3,0,0,9,5,9,7,7,1,1,1,15,8,4,8,1,4,1,3,10,12,5,4,4,3,2,0,79,39,53,78,28,7,8,1,52,28,43,50,24,8,9,1
"404",45013002104,72,104,137,98,63,262,1831,2319,56,108,106,82,69,568,2542,2269,35,39,18,20,10,6,31,43,30,41,27,26,12,11,69,39,0,2,0,0,2,3,10,8,0,4,0,2,1,4,17,10,6,0,4,4,0,3,3,4,5,6,4,2,3,3,2,7,29,27,24,28,11,8,19,17,29,24,21,27,10,17,37,18
"405",45013002105,172,121,105,215,197,113,116,56,205,135,150,203,186,149,117,59,31,20,26,25,21,9,14,2,13,24,22,21,27,16,5,7,4,2,1,5,3,1,2,1,2,0,5,5,5,2,3,0,15,8,0,1,3,1,0,2,12,3,0,5,3,2,0,0,39,25,24,21,23,5,6,2,26,27,22,30,24,15,3,3
"406",45013002106,468,330,274,493,438,296,376,204,419,330,329,526,422,382,363,202,101,87,55,86,59,32,26,16,92,90,66,89,58,50,35,14,14,11,14,16,11,5,3,4,16,13,20,22,22,6,13,2,49,19,11,10,8,2,4,6,37,23,6,9,6,12,4,1,215,182,184,264,121,48,18,6,243,197,147,206,108,39,21,10
"407",45013002107,339,242,383,429,375,252,166,106,300,237,379,445,380,303,186,143,116,134,129,102,109,64,46,25,144,146,116,144,131,93,62,50,7,4,15,14,8,3,2,0,12,2,12,13,15,2,2,0,34,19,8,7,3,1,3,0,50,33,12,13,1,4,0,1,388,255,485,417,217,63,19,16,396,207,287,313,148,53,21,15
"408",45013002108,194,202,295,208,286,238,147,71,158,151,180,196,283,237,159,101,35,18,24,23,17,12,2,1,23,30,21,38,15,9,4,2,5,3,1,5,0,3,1,0,2,2,3,9,3,3,1,1,23,8,7,9,5,0,1,2,22,12,4,3,3,3,1,0,153,87,130,149,78,29,8,6,157,92,96,145,60,37,14,3
"409",45013002201,196,174,136,174,288,371,831,619,225,174,147,185,310,530,912,523,13,13,29,15,15,11,14,9,12,16,17,22,28,13,12,5,3,1,1,6,3,3,5,2,2,1,2,11,2,5,4,0,10,12,2,4,2,1,1,0,15,7,0,2,1,3,4,2,29,25,34,30,28,12,7,4,29,11,35,30,13,18,9,7
"410",45013002202,83,81,76,96,105,158,417,299,81,61,65,100,102,220,446,223,11,16,15,8,11,10,18,10,16,15,13,16,19,22,15,13,2,0,3,1,1,0,0,1,2,1,2,1,0,2,1,0,2,0,2,1,2,0,2,1,1,2,1,1,0,2,2,2,10,5,14,6,4,2,2,3,4,3,7,5,4,5,1,2
"411",45013010100,14,23,28,17,49,88,256,280,17,32,26,20,55,123,313,300,1,4,1,1,1,0,5,1,2,2,0,2,0,6,0,2,0,0,0,0,0,2,2,1,2,0,0,0,1,0,3,0,3,1,0,0,0,0,0,0,3,4,1,0,1,1,0,0,2,1,1,2,0,1,2,4,2,0,1,5,1,1,0,0
"412",45013010200,66,74,52,64,117,158,286,435,60,82,51,73,130,216,386,541,3,3,5,4,7,7,3,3,4,3,4,1,6,5,4,0,1,3,1,3,1,1,1,2,0,1,2,3,2,3,3,3,3,2,1,2,1,0,0,0,3,1,2,0,3,3,1,0,56,23,127,75,50,16,7,2,57,16,66,34,29,7,3,3
"413",45013010300,82,128,154,189,177,257,374,425,94,106,156,164,223,307,403,440,1,0,2,2,5,2,4,0,2,0,6,1,1,0,3,0,2,4,0,4,2,3,0,3,1,0,5,1,3,1,0,0,3,3,1,5,1,4,1,1,7,3,1,2,0,0,2,0,18,11,27,18,16,1,6,2,18,19,16,19,14,6,7,6
"414",45013010400,145,181,143,169,189,287,353,270,141,181,159,197,254,362,341,294,41,60,29,35,48,43,39,35,34,60,34,38,45,63,49,28,2,2,0,3,2,3,1,0,5,1,4,3,5,2,1,0,4,4,2,5,2,3,0,1,6,4,2,1,3,5,1,2,81,55,116,109,55,22,8,2,98,61,68,75,32,18,7,4
"415",45013010500,76,91,84,117,136,127,161,104,83,73,102,129,141,184,180,110,32,46,50,20,48,44,35,27,29,48,31,41,59,58,46,26,0,2,2,2,2,3,1,1,2,1,5,5,4,0,1,0,9,7,2,5,3,1,4,0,14,13,5,1,4,4,3,0,137,75,114,121,73,31,8,7,105,80,65,91,34,22,7,8
"416",45013010600,87,152,35,63,148,216,396,651,77,128,44,71,167,311,463,740,3,2,0,2,0,1,3,7,2,3,2,2,1,1,5,12,3,1,1,1,6,1,1,3,0,6,1,4,3,0,2,2,5,1,0,1,2,0,2,0,2,0,0,0,4,1,1,0,9,9,4,3,5,2,0,5,4,4,4,9,5,4,6,3
"417",45013010700,183,186,60,113,205,241,461,603,165,183,68,129,253,321,534,737,1,3,4,7,1,3,6,10,1,1,0,1,2,7,4,8,1,2,0,3,1,1,2,2,2,1,2,2,4,3,2,2,9,0,0,0,1,1,0,1,4,2,1,1,2,0,1,1,5,6,0,3,6,1,1,2,2,2,2,7,6,5,2,1
"418",45013010800,42,30,44,44,63,60,44,13,24,27,49,43,64,66,40,23,79,48,45,37,37,18,11,10,66,62,77,46,48,33,29,12,1,2,1,4,3,0,0,0,0,1,3,3,2,0,0,0,15,8,2,0,1,2,0,0,8,3,2,1,2,0,2,0,191,101,293,240,140,43,16,2,193,103,168,138,89,23,10,4
"419",45013010900,33,55,27,26,55,73,172,221,38,48,37,25,60,123,209,205,4,3,4,3,6,2,1,3,4,0,4,3,5,5,6,2,0,0,0,0,1,0,2,0,2,1,1,2,2,1,1,1,1,3,3,1,0,1,1,0,2,2,0,1,1,1,0,0,28,19,28,38,23,8,2,1,38,21,26,36,17,10,3,3
"420",45013011000,29,41,59,60,71,78,73,48,34,37,43,42,73,81,77,60,15,22,17,25,22,26,15,7,16,15,20,14,16,29,17,19,2,2,7,4,2,3,0,0,4,2,3,2,1,3,0,0,4,4,2,2,0,1,0,0,2,0,0,2,0,0,0,0,63,44,78,51,33,31,1,3,46,49,38,43,27,5,5,1
"421",45013011100,47,63,73,75,76,122,290,234,45,54,65,75,90,177,313,229,2,4,4,5,8,6,2,11,2,5,2,7,2,4,7,6,3,2,0,2,1,1,2,6,3,2,2,1,3,2,4,1,2,4,0,0,1,0,2,0,0,1,0,0,1,0,0,0,39,31,79,52,26,18,2,5,32,21,33,35,19,3,7,2
"422",45013011200,24,28,38,25,49,49,77,56,29,30,28,28,49,79,88,74,0,2,0,0,1,1,0,2,0,1,1,0,1,1,0,2,2,0,0,3,0,1,0,1,1,0,2,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,7,3,2,0,1,0,4,1,5,1,2,3,0,0
"423",45013011300,17,24,90,83,77,78,66,62,11,18,68,46,55,69,76,70,2,4,11,8,6,6,2,0,4,0,2,5,3,2,3,0,0,0,0,3,1,1,0,2,1,0,2,2,0,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,3,0,0,11,12,28,23,16,4,3,1,8,8,10,19,11,3,2,0
"424",45013990100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425",45053950100,126,174,105,128,187,177,145,102,124,149,124,143,177,185,155,113,154,220,138,122,155,162,136,103,133,188,154,143,205,236,176,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,2,2,0,3,1,1,11,5,0,5,3,2,3,2,37,14,25,29,9,10,2,2,28,20,13,25,13,4,3,1
"426",45053950201,89,80,162,100,103,125,119,64,97,92,149,104,117,136,116,76,97,116,112,82,90,93,60,43,120,116,124,93,97,105,91,66,2,2,3,5,5,1,3,0,3,0,0,8,3,1,3,0,4,6,8,2,3,1,1,0,8,5,4,0,5,2,1,0,33,14,49,24,16,4,2,0,26,13,31,15,8,4,2,2
"427",45053950202,154,136,262,253,273,268,153,151,123,127,155,134,211,211,157,220,275,316,574,405,310,270,124,89,273,272,239,203,247,195,145,153,0,2,7,0,2,3,3,0,1,2,2,0,7,1,4,1,9,7,6,5,7,0,2,1,6,13,2,6,2,4,1,4,150,89,162,158,77,33,8,6,147,80,91,98,43,24,6,8
"428",45053950300,140,114,133,122,195,184,142,89,125,115,142,124,169,197,137,104,255,242,185,156,171,215,120,115,248,235,212,179,236,234,189,160,10,2,3,7,8,5,2,0,13,7,6,11,7,7,5,1,21,7,10,0,7,8,1,3,21,7,7,4,4,9,1,1,246,191,347,285,148,37,16,5,251,115,174,155,87,21,13,3
"429",45053990100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
